1617432596652,344.7
1617432601022,345.14
1617433209786,344.76
1617433213263,344.68
1617433329929,345.11
1617433380492,344.75
1617474788706,335.16
1617474806956,335.16
1617474840436,335.16
1617513789682,336.35
1617513794849,336.42
1617513805950,336.35
1617513916543,336.42
1617515168300,335.0
1617516168147,336.53
1617518179434,336.18
1617518180137,337.09
1617518199666,337.18
1617518215344,336.18
1617518282970,337.13
1617518410811,336.96
1617518442821,336.96
1617518529638,337.13
1617519054469,336.81
1617519070456,337.97
1617519084453,337.97
