1617432596652,217.06
1617432601022,217.14
1617433209786,217.38
1617433213263,217.6
1617433329929,217.43
1617433380492,217.52
1617474788706,206.11
1617474806956,206.11
1617474840436,206.11
1617513794849,200.73
1617513789682,200.63
1617513805950,200.63
1617513916543,200.73
1617515168300,199.58
1617516168147,200.14
1617518179434,200.28
1617518180137,200.4
1617518199666,200.32
1617518215344,200.28
1617518282970,200.31
1617518410811,200.18
1617518442821,200.18
1617518529638,200.31
1617519054469,200.65
1617519070456,200.78
1617519084453,200.78
